shadow_exit_time,shadow_activated,shadow_max_retrace
2025-12-07T08:01:00.000000+0000,false,
2025-12-10T04:01:00.000000+0000,false,
2025-12-11T08:01:00.000000+0000,false,
2025-12-11T08:01:00.000000+0000,false,
2025-12-21T08:01:00.000000+0000,false,
2025-12-21T08:01:00.000000+0000,true,0.09049409237379166
2025-12-21T08:01:00.000000+0000,true,0.26263854129424385
2025-12-21T20:35:00.000000+0000,false,
2025-12-22T04:01:00.000000+0000,true,0.2736959827094408
2025-12-22T04:01:00.000000+0000,false,
2025-12-28T04:01:00.000000+0000,false,
2025-12-28T08:01:00.000000+0000,false,
2025-12-29T04:01:00.000000+0000,false,
2026-01-03T04:01:00.000000+0000,false,
2026-01-05T04:01:00.000000+0000,false,
2026-01-05T08:01:00.000000+0000,false,
2026-01-07T04:01:00.000000+0000,false,
2026-01-07T08:01:00.000000+0000,false,
2026-01-07T08:01:00.000000+0000,false,
2026-01-07T08:01:00.000000+0000,false,
2026-01-14T04:01:00.000000+0000,false,
2026-01-14T08:01:00.000000+0000,false,
2026-01-14T08:01:00.000000+0000,false,
2026-01-15T00:12:00.000000+0000,false,
2026-01-15T07:53:00.000000+0000,false,
2026-01-15T08:01:00.000000+0000,false,
2026-01-15T08:01:00.000000+0000,false,
2026-01-22T08:01:00.000000+0000,false,
2026-01-23T04:01:00.000000+0000,false,
2026-02-09T08:01:00.000000+0000,false,
2026-02-09T08:01:00.000000+0000,false,
2026-02-11T08:01:00.000000+0000,false,
2026-02-11T08:01:00.000000+0000,false,
2026-02-11T08:01:00.000000+0000,false,
2026-02-12T08:01:00.000000+0000,false,
2026-02-14T04:01:00.000000+0000,false,
2026-02-15T04:01:00.000000+0000,false,
2026-02-15T08:01:00.000000+0000,true,0.23516538485587446
2026-02-15T08:01:00.000000+0000,false,
2026-02-15T08:01:00.000000+0000,true,0.23516538485587446
2026-02-21T08:01:00.000000+0000,false,
2026-02-21T08:01:00.000000+0000,false,
2026-02-22T08:01:00.000000+0000,false,
2026-02-26T04:01:00.000000+0000,false,
2026-02-26T08:01:00.000000+0000,true,0.10472558139534875
2026-02-26T08:01:00.000000+0000,false,
2026-02-27T08:01:00.000000+0000,false,
2026-02-27T08:01:00.000000+0000,false,
2026-03-26T04:01:00.000000+0000,false,
2026-03-31T04:01:00.000000+0000,false,
2026-04-02T04:01:00.000000+0000,true,0.22212121212121222
2026-04-02T08:01:00.000000+0000,true,0.22212121212121222
2026-04-02T08:01:00.000000+0000,true,0.17839054586381548
2026-04-04T21:36:00.000000+0000,true,0.27986317400306054
2026-04-05T04:01:00.000000+0000,true,0.2703712351155732
2026-04-05T08:01:00.000000+0000,true,0.5579260059411288
2026-04-05T08:01:00.000000+0000,true,0.3975546498703223
2026-04-07T08:01:00.000000+0000,false,
2026-04-12T08:01:00.000000+0000,false,
2026-04-12T08:01:00.000000+0000,false,
2026-04-12T08:01:00.000000+0000,true,0.24102290889717629
2026-04-13T08:01:00.000000+0000,true,0.3052470688794898
2026-04-13T20:50:00.000000+0000,false,
2026-04-15T08:01:00.000000+0000,false,
2026-04-22T08:01:00.000000+0000,true,0.08505278310940498
2026-04-23T08:01:00.000000+0000,false,
2026-04-25T04:01:00.000000+0000,true,0.3294232649071358
2026-04-27T04:01:00.000000+0000,false,
2026-05-02T18:00:00.000000+0000,false,
2026-05-02T18:07:00.000000+0000,false,
2026-05-02T18:25:00.000000+0000,false,
2026-05-02T18:45:00.000000+0000,true,0.5012156295224313
2026-05-03T04:01:00.000000+0000,false,
2026-05-03T04:01:00.000000+0000,false,
2026-05-03T08:01:00.000000+0000,false,
2026-05-03T08:01:00.000000+0000,false,
2026-05-03T08:01:00.000000+0000,true,0.28716079384366144
2026-05-05T04:01:00.000000+0000,false,
2026-05-10T08:01:00.000000+0000,true,0.37616058585066037
2026-05-10T08:01:00.000000+0000,false,
2026-05-17T23:43:00.000000+0000,false,
2026-05-18T04:01:00.000000+0000,false,
2026-05-18T08:01:00.000000+0000,false,
2026-05-18T08:01:00.000000+0000,false,
2026-05-18T08:01:00.000000+0000,false,
2026-05-21T04:01:00.000000+0000,true,0.11551226551226548
2026-05-21T08:01:00.000000+0000,false,
2026-05-22T08:01:00.000000+0000,false,
2026-05-23T04:01:00.000000+0000,false,
2026-05-25T08:01:00.000000+0000,false,
2026-05-30T04:01:00.000000+0000,false,
2026-05-31T08:01:00.000000+0000,true,0.33707292197858235
2026-05-31T08:01:00.000000+0000,false,
2026-06-02T04:01:00.000000+0000,false,
2026-06-08T04:01:00.000000+0000,false,
2026-06-08T08:01:00.000000+0000,false,
2026-06-12T04:01:00.000000+0000,true,0.2974358974358973
2026-06-21T04:01:00.000000+0000,true,0.14240601503759406
2026-07-10T08:01:00.000000+0000,false,
2026-07-13T08:01:00.000000+0000,false,
2026-07-20T04:01:00.000000+0000,true,0.13542055377266957
2026-07-20T04:01:00.000000+0000,false,
2026-07-20T08:01:00.000000+0000,true,0.16478841704604824
2026-07-20T08:01:00.000000+0000,false,
2026-08-21T04:01:00.000000+0000,false,
2026-08-21T08:01:00.000000+0000,false,
2026-08-23T08:01:00.000000+0000,false,
2026-08-24T08:01:00.000000+0000,false,
